,textEn,id,created_at,retweet_count,user_screen_name,user_followers_count,user_location,Hashtags,text,Date
78,"@JanuszGromotka @abjedrzejewski @Maciej_Swirski @krystynaWarsaw @Broniarz Already I can see how you are suing tram drivers, ...",1115299997724086273,2019-04-08 17:06:55,0,prawy_nie_lewy,2,,[],"@JanuszGromotka @abjedrzejewski @Maciej_Swirski @krystynaWarsaw @Broniarz Już widzę jak Pan pozywa Pan tramwajarzy,…",04-08 
79,@xddallass People get a sudden moral and health attack UUU FOUND THE RAST and many of those present live in ...,1115298688145006593,2019-04-08 17:01:43,1,xThunderstucked,118,,[],@xddallass Ludzie dostają nagłego ataku moralno-zdrowotnego UUU ZNALAZŁAŚ RAKA a spora część tutaj obecnych żyje w…,04-08 
80,"@JMadrjas @CztOrg Only for someone in the block with heating network is irony. In Warsaw, in this weather, kopciuc ...",1115295841894522881,2019-04-08 16:50:24,0,smog_wawerski,270,"Warszawa, Polska",[],@JMadrjas @CztOrg Tylko dla kogoś z bloku z siecią ciepłowniczą to ironia. W Warszawie przy takiej pogodzie kopciuc…,04-08 
81,I understand that Broniarz wants to excite #smog #awareness. Does it mean that the majority of Warsaw ...,1115295841017847810,2019-04-08 16:50:24,0,AM_Zukowska,4213,"Warszawa, Mokotów","[{'text': 'smog', 'indices': [58, 63]}, {'text': 'awareness', 'indices': [64, 74]}]","Rozumiem, ze Prezes Broniarz pragnie przy okazji wzbudzić #smog #awareness. Czy to znaczy, że większość warszawski…",04-08 
82,@PSzubartowicz @PanZolty For some it's even fresh air that hits the head. This whole Janecki is a clinical example - ...,1115294805872001026,2019-04-08 16:46:17,0,Pawelzb11,1016,"Wielkopolskie, Polska",[],@PSzubartowicz @PanZolty Niektórym to nawet świeże powietrze wali na łeb. Ten cały Janecki to kliniczny przykład -…,04-08 
83,RT @OddechM: YEAR AFTER THE PROSTATE! #Mielec #Podkarpacie #Kronobyl #Protest #Strajk #CzysteAir #Smog # PrettyTruscia #Kronospan # dobrazmian ...,1115291630632865793,2019-04-08 16:33:40,2,TomaszO10,22,,"[{'text': 'Mielec', 'indices': [33, 40]}, {'text': 'Podkarpacie', 'indices': [41, 53]}, {'text': 'Kronobyl', 'indices': [54, 63]}, {'text': 'Protest', 'indices': [64, 72]}, {'text': 'Strajk', 'indices': [73, 80]}, {'text': 'CzystePowietrze', 'indices': [81, 97]}, {'text': 'Smog', 'indices': [98, 103]}, {'text': 'DośćTruscia', 'indices': [104, 116]}, {'text': 'Kronospan', 'indices': [117, 127]}]",RT @OddechM: ROK PO PROTEŚCIE! #Mielec #Podkarpacie #Kronobyl #Protest #Strajk #CzystePowietrze #Smog #DośćTruscia #Kronospan #dobrazmian…,04-08 
84,"Lesław Żurek, known from the films ""Little Moscow"", ""Blind date"", ""Little evil"", he sued Skar ...",1115290207987933185,2019-04-08 16:28:01,6,Salon24pl,17510,Polska,[],"Lesław Żurek, znany z filmów ""Mała Moskwa"", ""Randka w ciemno"", ""Mniejsze zło"", pozwał Skar…",04-08 
85,@pattytheplanet I am inviting only watch out for smog because you can get lost in it,1115283955962601473,2019-04-08 16:03:10,0,nadmanganianK,39,Polska,[],@pattytheplanet Zapraszam tylko uważaj na smog bo można się w nim zgubić,04-08 
86,"@JanuszGromotka @Broniarz This is how the law is constructed. As Mr. Duda smokes tires, I can not sue him for smo ...",1115277280815849472,2019-04-08 15:36:39,0,K_Izdebski,5544,Warszawa,[],@JanuszGromotka @Broniarz No tak jest skonstruowane prawo. Jak Pan Duda pali opony to też nie mogę go pozwać za smo…,04-08 
87,Modernization of boilers in power and heating sector # ModernizacjaKotłów #Energetyka # Ciepłownictwo ...,1115265182098436099,2019-04-08 14:48:34,0,Ekogroup,176,Poland,"[{'text': 'ModernizacjaKotłów', 'indices': [50, 69]}, {'text': 'Energetyka', 'indices': [70, 81]}, {'text': 'Ciepłownictwo', 'indices': [82, 96]}]",Modernizacje kotłów w energetyce i ciepłownictwie #ModernizacjaKotłów #Energetyka #Ciepłownictwo…,04-08 
88,@Broniarz Empty streets in Warsaw because it was smog. The purity of the air is maroon. Megalomania P.Broniarza?,1115263957864939520,2019-04-08 14:43:42,0,sewa744,133,,[],@Broniarz Puste ulice w Warszawie bo był smog. Czystosc powietrza na bordowo. Megalomania P.Broniarza?,04-08 
89,YEAR AFTER PROSTHESES! #Mielec #Podkarpacie #Kronobyl #Protest #Stream #CzysteAir #Smog # PrettyTruscia # Kronospan ...,1115262343049633792,2019-04-08 14:37:17,2,OddechM,2,,"[{'text': 'Mielec', 'indices': [20, 27]}, {'text': 'Podkarpacie', 'indices': [28, 40]}, {'text': 'Kronobyl', 'indices': [41, 50]}, {'text': 'Protest', 'indices': [51, 59]}, {'text': 'Strajk', 'indices': [60, 67]}, {'text': 'CzystePowietrze', 'indices': [68, 84]}, {'text': 'Smog', 'indices': [85, 90]}, {'text': 'DośćTruscia', 'indices': [91, 103]}, {'text': 'Kronospan', 'indices': [104, 114]}]",ROK PO PROTEŚCIE! #Mielec #Podkarpacie #Kronobyl #Protest #Strajk #CzystePowietrze #Smog #DośćTruscia #Kronospan…,04-08 
90,"If the state has the time and money for things like ""500+ for a cow"" it can finally start fighting smog #smog",1115259558136623104,2019-04-08 14:26:13,0,BrokeBones1,1,Polska,"[{'text': 'smog', 'indices': [105, 110]}]","Skoro państwo ma czas i pieniądze na rzeczy jak ""500+ na krowę"" może wreszcie zacznie walczyć ze smogiem #smog",04-08 
91,"@CztOrg Map from this hour. As you can see at +16, a lot of people are getting hotter and communication smog is not ...",1115258416577097728,2019-04-08 14:21:41,0,JMadrjas,876,"Warsaw, Poland",[],"@CztOrg Mapa z tej godziny. Jak widać przy +16 st mnóstwo ludzi dogrzewa się kopciuchami, a smog komunikacyjny nie…",04-08 
92,"@baribaleb Well, I do not recommend it. Big smog today",1115255930235621376,2019-04-08 14:11:48,0,MarcinBHaber,36,Warszawa,[],@baribaleb No oddychać to akurat nie polecam. Duży dziś smog,04-08 
93,"@_zboral @vonbreslauer After all, this dot near Warsaw or Krakow is as maroon as in Belgium. This…",1115255442572218369,2019-04-08 14:09:52,0,kot_o_pies,76,"Warsaw, Poland",[],"@_zboral @vonbreslauer Przecież ta kropka w okolicach Warszawy, czy Krakowa jest tak samo bordowa, jak w Belgii. To…",04-08 
94,@drk_desmo @roman_paliwoda Maybe it's smog? Or maybe the psychiatric establishment made a bus tour.,1115254733063774208,2019-04-08 14:07:03,0,TenPanRobert,35,"Mazowieckie, Polska",[],@drk_desmo @roman_paliwoda Może to smog? A może zakład psychiatryczny zrobił wycieczkę autokarową.,04-08 
95,@alarm_smogowy @Greenpeace_PL @EkoUnia @MinSrodowiska answer because I do not have any clarity about Mariola ... #smog,1115253852511588354,2019-04-08 14:03:33,0,PiotrMatusiak,103,"Warszawa, Polska","[{'text': 'smog', 'indices': [108, 113]}]","@alarm_smogowy @Greenpeace_PL @EkoUnia @MinSrodowiska odpowiecie, bo nie mam jasności w temacie Marioli ... #smog",04-08 
96,In 2000. still songs about mugs were not played. Exceedances of PM10 standards were at communication stations (today ...,1115252816065568768,2019-04-08 13:59:26,0,CztOrg,541,,[],W 2000r. jeszcze pieśni o kopciuchach nie grali. Przekroczenia norm PM10 były na stacjach komunikacyjnych (dziś już…,04-08 
97,Data from 19 years ago (monitoring stations were liquidated as the smog began to grow rapidly) show that in 2000. prakty ...,1115251299971477506,2019-04-08 13:53:24,0,CztOrg,541,,[],"Dane sprzed 19 lat (stacje monitoringu zlikwidowano jak smog zaczął gwałtownie rosnąć) pokazują, że w 2000r. prakty…",04-08 
98,@CentralneO @T_Stanislawski How can you !? Program In the same particulars and in principle to implement immediately. Let's take this smog. The matter is settled.,1115250233657708544,2019-04-08 13:49:10,0,PaLejman,4956,"Sosnowiec, Polska",[],@CentralneO @T_Stanislawski Jak możesz!? Program W to same konkrety i w zasadzie do wdrożenia od zaraz. Weźmy ten smog. Sprawa załatwiona.,04-08 
99,@SylwiaSensowna Smog ?? Housing clean air with us 😊,1115247724079800322,2019-04-08 13:39:12,0,PolskaKobieta,9557,Poland,[],@SylwiaSensowna Smog ?? U nas czyściutkie powietrze 😊,04-08 
100,"Creator #fakenews. If the credibility of Mr. Broniarz is the same in the matter of teachers, the strikers have a pro ...",1115247663669284865,2019-04-08 13:38:57,0,CztOrg,541,,"[{'text': 'fakenews', 'indices': [7, 16]}]","Twórca #fakenews. Jesli wiarygodność Pana @Broniarz.a jest taka sama w sprawie nauczycieli, to strajkujący mają pro…",04-08 
101,"Soon, #Apple devices will analyze our sweat, they will also detect #smog and #czad!",1115246579047436288,2019-04-08 13:34:39,0,COS_Poznan,108,ul. Polna 7 62-006 Kobylnica,"[{'text': 'Apple', 'indices': [20, 26]}, {'text': 'smog', 'indices': [66, 71]}, {'text': 'czad', 'indices': [74, 79]}]","Niedługo urządzenia #Apple będą analizowały nasz pot, wykryją też #smog i #czad!",04-08 
102,Today #smog in #Warszawa typically communication center around 115 μg / m. New 2 stations made by # GIOŚ to ...,1115246129854197764,2019-04-08 13:32:52,0,CztOrg,541,,"[{'text': 'smog', 'indices': [8, 13]}, {'text': 'Warszawa', 'indices': [16, 25]}, {'text': 'GIOŚ', 'indices': [100, 105]}]",Dzisiaj #smog w #Warszawa typowo komunikacyjny w centrum ok. 115 µg/m. Nowe 2 stacje zrobione przez #GIOŚ po to by…,04-08 
103,Is #smog a real threat? This question will be answered tomorrow by prof. Izabela Sówka from #PWr during Nau ...,1115239779203940352,2019-04-08 13:07:38,0,PWr_Wroclaw,5887,"Wrocław, Polska","[{'text': 'smog', 'indices': [4, 9]}, {'text': 'PWr', 'indices': [99, 103]}]",Czy #smog to realne zagrożenie? Na to pytanie postara się jutro odpowiedzieć prof. Izabela Sówka z #PWr podczas Nau…,04-08 
104,"@davideyko @Policja_KSP @SMWarszawa @trzaskowski_ @JustynaGlusman But how is it? Fewer cars and buses, because school stra ...",1115229946249654273,2019-04-08 12:28:33,0,MagdaWalusiak,143,"Warszawa, Mazowieckie",[],"@davideyko @Policja_KSP @SMWarszawa @trzaskowski_ @JustynaGlusman Ale jak to? Mniej aut i autobusów, bo szkoły stra…",04-08 
105,@TomekPieniak @Makusiaga @gashowml but why MUST WE? Is it not better to learn from the mistakes / experiences of others? in…,1115222174556741632,2019-04-08 11:57:40,0,shenmi_meiren,517,Neverwhere,[],@TomekPieniak @Makusiaga @gashowml ale czemu MUSIMY? czy nie lepiej uczyć się na błędach/doświadczeniach innych? w…,04-08 
106,RT @MarekJozefiak: From today #Londyn can boast of the world's first Ultra Pure Transport Zone (ULEZ - my translation;)). ...,1115219650852290561,2019-04-08 11:47:39,1,filippskora,188,Brussels & Kraków,"[{'text': 'Londyn', 'indices': [30, 37]}]",RT @MarekJozefiak: Od dzisiaj #Londyn może pochwalić się pierwszą na świecie Strefą Ultra Czystego Transportu (ULEZ - tłumaczenie moje;)).…,04-08 
107,RT @davideyko: #Smog suffocates Warsaw. Where is @Policja_KSP and @SMWarszawa? Why on roads full of smoky cars and buses? 🤔🤢 When a host ...,1115219642535108615,2019-04-08 11:47:37,2,admirableism,375,they/he,"[{'text': 'Smog', 'indices': [15, 20]}]",RT @davideyko: #Smog dusi Warszawę. Gdzie jest @Policja_KSP i @SMWarszawa? Dlaczego na drogach pełno kopcących aut i busów?🤔🤢 Kiedy zastęp…,04-08 
108,Traffic jams on the road? #Smog? No parking spaces? Rising costs of car maintenance and oc / ac? # Carsharing ...,1115219172756160512,2019-04-08 11:45:45,0,OpenEyesEconomy,586,"Kraków, Polska","[{'text': 'Smog', 'indices': [17, 22]}, {'text': 'carsharing', 'indices': [94, 105]}]",Korki na drodze? #Smog? Brak miejsc parkingowych? Rosnące koszty utrzymania samochodu i oc/ac?#carsharing…,04-08 
109,From today #Londyn can boast of the world's first Ultra Clean Transport Zone (ULEZ - my translation ...,1115216149590024192,2019-04-08 11:33:44,1,MarekJozefiak,1469,"Warszawa, Mazowieckie","[{'text': 'Londyn', 'indices': [11, 18]}]",Od dzisiaj #Londyn może pochwalić się pierwszą na świecie Strefą Ultra Czystego Transportu (ULEZ - tłumaczenie moje…,04-08 
110,@ justedgyteen123 It's because of this smog,1115210741303390208,2019-04-08 11:12:14,0,ambiwalencjv,2233,moje bagno,[],@justedgyteen123 To przez ten smog,04-08 
111,#Smog suffocates Warsaw. Where is @Policja_KSP and @SMWarszawa? Why on roads full of smoky cars and buses? 🤔🤢 Kie ...,1115209856422686720,2019-04-08 11:08:44,2,davideyko,344,"Warszawa, Polska","[{'text': 'Smog', 'indices': [0, 5]}]",#Smog dusi Warszawę. Gdzie jest @Policja_KSP i @SMWarszawa? Dlaczego na drogach pełno kopcących aut i busów?🤔🤢 Kie…,04-08 
112,"@ LondonBus8 @stec_andrzej @smog_wawerski @RPEkonomia @KAKowalczyk @_PKEE_ It's not about the money, it's about the competences of ...",1115204657796866048,2019-04-08 10:48:04,0,RzecznikPGE,1857,Warszawa,[],"@LondonBus8 @stec_andrzej @smog_wawerski @RPEkonomia @KAKowalczyk @_PKEE_ Nie chodzi o kasę, tylko o kompetencje sa…",04-08 
113,@Broniarz Empty streets in Warsaw can be a way of smog!,1115196769741279232,2019-04-08 10:16:43,0,OlesZbigniew,0,,[],@Broniarz Puste ulice w Warszawie mogą być sposobem smog!,04-08 
114,@RzecznikPGE @stec_andrzej @ LondonBus8 @smog_wawerski @RPEkonomia @KAKowalczyk @_PKEE_ one word education about rea ...,1115196366848962560,2019-04-08 10:15:07,0,JJPiszcza,2153,,[],@RzecznikPGE @stec_andrzej @LondonBus8 @smog_wawerski @RPEkonomia @KAKowalczyk @_PKEE_ jednym słowem edukacja o rea…,04-08 
115,"Air pollution of NO2 (nitrogen dioxide), mainly car exhaust. You say that Poland has ...",1115194934305460224,2019-04-08 10:09:26,126,_zboral,2859,"Warsaw, Mazovia",[],"Zanieczyszczenie powietrza NO2 (dwutlenkiem azotu) czyli głównie spalinami samochodowymi. To mówicie, że Polska ma…",04-08 
116,"@MinEnvironment ... and reducing the alarm level for #smog to European, not Moscow?",1115194823303225345,2019-04-08 10:08:59,0,bob_belze,1,,"[{'text': 'smog', 'indices': [54, 59]}]",@MinSrodowiska ... i obnizenie poziomu alarmowego dla #smog do tych europejskich a nie moskiewskich ?,04-08 
117,Diesels should disappear from the US. Car owners cutting out #DPF and importers of scrap metal should get a volunteer order ...,1115194329851670528,2019-04-08 10:07:02,6,davideyko,344,"Warszawa, Polska","[{'text': 'DPF', 'indices': [58, 62]}]",Diesle powinny zniknąć z W-wy. Właściciele aut wycinający #DPF i importerzy złomu powinni dostać nakaz wolontariatu…,04-08 
118,"@stec_andrzej @ LondonBus8 @smog_wawerski @RPEkonomia @KAKowalczyk @_PKEE_ The author discredits himself, this one key ...",1115194276768563200,2019-04-08 10:06:49,0,RzecznikPGE,1857,Warszawa,[],"@stec_andrzej @LondonBus8 @smog_wawerski @RPEkonomia @KAKowalczyk @_PKEE_ Autor dyskredytuje się sam, tym jednym kl…",04-08 
119,"RT @SmogLab: The new alarm thresholds for smog are to be almost 3x higher than the recommendations of health experts. ""Saying that it is ...",1115189046098182144,2019-04-08 09:46:02,13,lukasz_kurka,525,"Jelenia Góra, Poland",[],"RT @SmogLab: Nowe progi alarmowe dla smogu mają być prawie 3x wyższe niż rekomendacje ekspertów zajmująych się zdrowiem. ""Mówienie, że jes…",04-08 
120,"@stec_andrzej @TechnikPGE @ LondonBus8 @RPEkonomia @KAKowalczyk @_PKEE_ Unfortunately, it does not matter what is in the fel ...",1115187229553459200,2019-04-08 09:38:49,0,smog_wawerski,270,"Warszawa, Polska",[],@stec_andrzej @RzecznikPGE @LondonBus8 @RPEkonomia @KAKowalczyk @_PKEE_ Niestety ale nie ma znaczenia co jest w fel…,04-08 
121,"RT @forsalpl: Smog in the villages is growing. In Europe? No, only in Poland",1115182180802625537,2019-04-08 09:18:45,2,pis_u,6114,,[],"RT @forsalpl: Smog na wsiach rośnie. W Europie? Nie, tylko w Polsce",04-08 
122,@stec_andrzej @RzecznikPGE @ LondonBus8 @smog_wawerski @RPEkonomia @KAKowalczyk @_PKEE_ Me too that lead surprised ...,1115181925151453185,2019-04-08 09:17:44,0,MGraniszewska,4552,,[],@stec_andrzej @RzecznikPGE @LondonBus8 @smog_wawerski @RPEkonomia @KAKowalczyk @_PKEE_ Mnie też ten lead zaskoczył…,04-08 
123,@Min @ECBPL circles I hope that the youth will show the minister a red card and explain why this is so important ...,1115181079613313024,2019-04-08 09:14:23,0,bob_belze,1,,[],@MinSrodowiska @ECBPL Licze na to ze mlodziez pokaze panu ministrowi czerwona kartke i wytlumaczy dlaczego tak wazn…,04-08 
124,@Broniarz There will be less smog,1115180211409227782,2019-04-08 09:10:56,0,ukasz_gajewski,94,"z Tczew gmina, Polska/velŚląsk",[],@Broniarz Będzie mniejszy smog,04-08 
125,"Today it is rather #smog with cars. When @warszawa will try, if not overtake, then keep up with @krakow_pl",1115179484800606209,2019-04-08 09:08:02,0,KubaChelminski,195,,"[{'text': 'smog', 'indices': [15, 20]}]","Dziś to raczej #smog z aut. Kiedy @warszawa spróbuje jeśli nie wyprzedzić, to choć dotrzymać kroku @krakow_pl",04-08 
126,@AndrzejWoch Take conscious decisions ... Limit the output to the outside and do not open the windows. Possibly buy a mask ...,1115179401795264512,2019-04-08 09:07:43,0,MichalStawny,858,"Szczecin-Warszawa, Poland",[],@AndrzejWoch Podejmij świadome decyzje... Ogranicz wyjścia na zewnątrz i nie otwieraj okien. Ewentualnie kup maskę.…,04-08 
127,@patrycjuszwyzga Smog also not.,1115178934847590400,2019-04-08 09:05:51,0,zweryfikowano,226,,[],@patrycjuszwyzga Smog też nie.,04-08 
128,"Smog in the villages is growing. In Europe? No, only in Poland",1115178476972064768,2019-04-08 09:04:02,2,forsalpl,13366,"Warsaw, Poland",[],"Smog na wsiach rośnie. W Europie? Nie, tylko w Polsce",04-08 
129,"In Warsaw, such a smog that it's a good thing that the children did not go to the #Staffers School",1115177988222521344,2019-04-08 09:02:06,0,K_Paczkowski,5071,Warszawa,"[{'text': 'StrajkNauczycieli', 'indices': [75, 93]}]","W Warszawie taki smog, że to w sumie dobrze, że dzieci nie poszły do szkół #StrajkNauczycieli",04-08 
130,@RzecznikPGE @ LondonBus8 @smog_wawerski @RPEkonomia @KAKowalczyk @_PKEE_ Maciek you read the entire column or just you ...,1115174762710478848,2019-04-08 08:49:17,0,stec_andrzej,1486,"Warszawa, Polska",[],@RzecznikPGE @LondonBus8 @smog_wawerski @RPEkonomia @KAKowalczyk @_PKEE_ Maciek czytałeś cały felieton czy tylko ty…,04-08 
