,post,date,user,vote,image
188,"               Hi, below in the #lowcychin tag, I present interesting coupons and promotions for #gearbest #aliexpress and #joybuy stores ---------- For more interesting coupons and promotions, visit the LowcyChin.pl website ----------------------- Click HERE to go to all exclusive coupons. -----------------------  ------------------ Gearbest: ------------------  1. Set of screwdrivers precision screwdriver JAKEMY JM-8100 Price with shipping: $ 6.25 / ~ 24 PLN  2.Mini electric heater Handy Air Heater Price with shipping: $ 19.99 / ~ PLN 75  3. GBlife PM1232A air cleaner Price with shipping from Poland: $ 45.99 / ~ 174 PLN  4.Hohem iSteady Mobile Gimbal Price with Priority Line shipment: $ 73.99 / ~ PLN 280  5. DJI Ryze Tello's drone from the Czech Republic Price with shipping from the Czech Republic: $ 95.72 / ~ 361 PLN  6.Teclast A10S Tablet Price with shipping: $ 103.99 / ~ PLN 392  7. Lenovo P8 tablet from Poland Price with shipping from Poland: $ 142.99 / ~ PLN 539  8. ILIFE V7s Plus vacuum cleaner from Poland Price with shipping From Poland: $ 159.99 / ~ PLN 600  9.UMIDIGI One Max Price with Priority Line shipment: $ 181.55 / ~ 684 PLN  10.Xiaomi Redmi Note 6 Pro 4 / 64GB Price with Priority Line shipment: $ 191.70 / ~ PLN 724  11.Chuwi Lapbook SE Laptop Price with Priority Line shipment: $ 249.68 / ~ 947 PLN  12.Xiaomi Mi 8 Lite 6 / 128GB Black Price with Priority Line shipment: $ 250.97 / ~ 952 PLN  13. Vacuum cleaner Xiaomi Mi Robot Vacuum Price with Priority Line shipment: $ 255.99 / ~ 966 PLN  14.Xiaomi Mi 4 Plus 4 / 64GB Price with Priority Line shipment: $ 273.99 / ~ PLN 1037  15.Laptop Jumper EZbook 3 Plus Notebook Price with shipping from Poland: $ 419.99 / ~ PLN 1593  ------------------ Gearbest: ------------------  1. Milk Space shirt Price with shipping: $ 2.00 / ~ 7.50 PLN  2.10x Xiaomi Mijia KACO ball pen Price with shipping: $ 5.94 / ~ PLN 23  ------------------ JoyBuy: ------------------  1. Hand towel Xiaomi Square Towel, Blue Price with shipping: $ 2.99 / ~ PLN 11  2.12x Xiaomi Radical Signing Pens Price with shipping: $ 4.89 / ~ PLN 19  ----------------------------------  #lowcychin <==== Follow If you want to be called, write in a comment ==> @lowcychin wants to be called I also invite you to the telegram channel -------> https://t.me/LowcyChinpl  -----------------------------------  #xiaomi #telephones #tablets #drons #laptopops #modameska #dusters #ilife # mi8 #smog #umidigi  show spoiler Direct links:   https://www.gearbest.com/screwdriver-screwdriver-set/pp_252421.html?wid=1433363   https://www.gearbest.com/electric-heaters/pp_1404626.html?wid=21   https://www.gearbest.com/gimbal/pp_009376553558.html?wid=1433363   https://www.gearbest.com/air-purifier/pp_009326550014.html?wid=1101231   https://www.gearbest.com/rc-quadcopters/pp_1830713.html?wid=1640583   https://www.gearbest.com/tablet-pcs/pp_1693396.html?wid=1433363   https://www.gearbest.com/tablet-pcs/pp_1542868.html?wid=1101231   https://www.gearbest.com/robot-vacuum/pp_1649341.html?wid=1004814   https://www.gearbest.com/cell-phones/pp_009377593184.html?wid=1817324   https://www.gearbest.com/cell-phones/pp_009689470153.html?wid=1349303   https://www.gearbest.com/laptops/pp_009234299592.html?wid=1433363   https://www.gearbest.com/cell-phones/pp_009198308846.html?wid=1349303   https://www.gearbest.com/robot-vacuum/pp_440546.html?wid=1433363   https://www.gearbest.com/phone-call-tablets/pp_009151936103.html?wid=1349303   https://www.gearbest.com/laptops/pp_654248.html?wid=1101231   https://pl.aliexpress.com/item/Mleko-Przestrze-Bluzy-M-czy-ni-Bluzy-Kiesze-bluza-z-kapturem-Jesie-Zima-3D-Drukowane-Kurtka/32887557140.html   https://pl.aliexpress.com/item/Oryginalny-Xiao-mi-mi-jia-kaco-0-5-MM-xio-mi-Mi-podpisanie-p-e-N/32917111257.html   https://www.joybuy.com/600179369.html   https://www.joybuy.com/600437615.html  show the whole . . . click to expand the picture. . . source: Vouchers and promotions of LowcyChin.pl of 16/12/2018.png   +: hedgie  ",2018-12-16 19:26:22,LowcyChin,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_RYJRagUuuv0fZQmVqRnStEWmTVsaqGai,w400.jpg""/>"
189,"               Such a fight with smog I respect (͡ ° ͜ʖ ͡ °) #smog # cop24 #heheszki source: 01.JPG   +: T ....... o, Chappie_Loves_Mommy +484 others  ",2018-12-16 18:57:29,dedik,486,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_mGh3K36pocrpWai23OoljX9OGIMbl8LP,w400.jpg""/>"
190,"               405033,80 - 12.49 = 405021,31  Normally, like a marmot day ... The last runs are either 14.29 km or 12.49 ...  Today I was very keen on running, because I saw yesterday nicely snowfall ... I left only at 7:15, because I wanted to let go of the lead - the mask was not needed, because the smog was still dispelled and on the thermometer nice -3 ° C and a slight breeze. Due to the fact that it could have been slippery, I founded Canadie ... and good and bad. Okay, because the servants got wrapped up and there was mud in the place instead of snow, badly - because in those shoes the finger again showed up and you had to fire up ¯ \ _ (ツ) _ / ¯  In general, today was something slower - the first kilometer very slippery and uncertain, the last one the same, and on the way even as such ... but without revelations. Somehow today I was generally not in the mood for longer running so all in all the plan was made. Tomorrow is a break from running - just because of logistical reasons, and because of the fact that something did not come out of my throat pain and I have a voice as if I had not done anything for the past week.  Have a nice Sunday!  show spoiler #track #guidingtop #guiding #enronczlapie #ruszkrakow  show the whole source: embed.jpg   +: Akuku69, pestis +10 others  ",2018-12-16 13:59:58,enron,12,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_25vjCqwIVr6RiLi7kEQaSpk7AJ1ytzKE,w400.jpg""/>"
191,"               #polak #noosunda #humorphic #smog  I corrected the meme  (╯(╰.) source: 2p3ijm.jpg   +: ignore48, LRF1000W +445 others  ",2018-12-16 13:29:37,lronman,447,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_sdxu8znajlDgwu3FFLsHU9UGilSk7F4y,w400.jpg""/>"
192,"               A week ago I made a breakthrough, because that's how you can call the replacement of a boiler controller. The new controller controls the temperature on the boiler and buffer, the set start temperature of 65 ° C, as the temperature of the buffer> boiler temp. Switches off the pump.  A considerable convenience, which only confirms the ignorance of the fitter, who claimed, ""Mister ladies, why sensor on buffer?"" Now I light up every 24 hours.  Improvements remain to be made:  - insulation of the expansion tank with mineral wool - inserting three-way valves in front of the manifolds on the radiators on the floors - furnace replacement for the 5th class, probably Defro DS 10 kW.  Fuel 25 kg in total burned in 4-5 hours is enough for 24 hours of heating in weather -5 ° C - 0 °. C. In the side walls, I just closed the holes with PUR foam, so if the house was ""surrounded"" by neighbors from two sides, it would probably be burning every other day. Below in the comments I will paste the temperature graphs during the firing up and cooling down of the buffer.  @ kurzi5 @dziecielinapala @kibiklops @Solitary_Man @OldNoob @Silikon @Serv_HVAC @ anty-fronda @ nintendo89 @kocha_to_poczka @Juzef @kijek_samobijek @Basteq @ jaceks653 @tRNA @ rumun6925 @Trelik @Fafnucek @ PanKracy582 @dump @burtton @ PawelW124 @Astroc @ W33D420 @ lis6502 @mrjetro @Trelik @Fafnucek @dump @pierzak @ Dawidu22 @kryniol @Cronox @bialyWilk @ mic120 #heating #zima #smog show the whole source: IMG_20181216_110433.jpg   +: pierzak, mic120 +34 others  ",2018-12-16 11:14:58,goothic,36,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_MuqPRIa9k4MHxiWYJEZik52eGpU58N4w,w400.jpg""/>"
193,"               When the concentration of benzopyrene in #gorzow falls my duty is to fight.  #smog #gorzowwielkopolski #moddle source: IMG_20181216_104223.jpg   +: slavas, janrouter +119 others  ",2018-12-16 10:45:34,Czokowoko,121,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_1ble4zPedG787cveyc6QaSS5Q5Je4tqR,w400.jpg""/>"
194,"               There is nothing like to smoke tires in goat xD #polak #noosunda #humorphic #smog source: 1544948791596.jpg   +: Bajo-Jajo, ufieoySsiePale +810 others  ",2018-12-16 09:27:35,Zarzadca,812,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_cHsHBeT786CHLMdi1HslMGBWHnLRFEfj,w400.jpg""/>"
195,"               The discussion about the health benefits of sport in big cities has been going on for a very long time. This time, the team of scientists has unambiguously proved that the sport practiced in urban polluted air is a real suicide! As a result of increased effort, toxic pollen sows real havoc in the bodies of urban athletes! #zdrowie #bieganie #sport #rower #smog https://zdrowepasje.pl/content/uprawiasz-sport-w-mie%C5%9Bcie-ci%C4%99-mo%C5%BCe-zabi%C4%87 show whole source: bieganie-smog.jpg   +: martinlubpl, marcin_k  ",2018-12-15 21:33:25,mlattari68,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_GqMhMYDJyJQr721we5WbIas5PhhM5l2M,wat400.jpg?author=mlattari68&amp;auth=70bd8f0a37d3ce24507b99e7d27aeccd""/>"
196,"               Smoke from one chimney created a stain with an area 343,000 m2.  Date of measurement: 2.12.2018, at 12:53 - 13:47. Place: Świder, intersection of H.Kołłątaja and Jasna streets.  https://www.facebook.com/580062302342995/posts/766380427044514/  #smog #otwock source: FB_IMG_1544905097492.jpg   +: newton82, 976497 +1 other  ",2018-12-15 21:21:52,wigr,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_joOyB6GCpZh5yMnJB9uXNoebDBuExB2r,w400.jpg""/>"
197,"               I respect you like fucking!  #smog #bekazmodhldzi #patologiazewsi . . . click to expand the picture. . source: IMG_20181215_195109.jpg   +: Snowdr0p, wpiotr2221 +394 others  ",2018-12-15 19:52:01,Czeggu,396,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_9zkrogMLCT5IwVRPUlePvNENTCGjzPQl,w400.jpg""/>"
198,               How to bypass the entry fees to the city center? https://spidersweb.pl/autoblog/oplaty-za-wjazd-do-centrum-jak-ominac/ new characters https://moto.wp.pl/nowy-znak-drogowy-na-wjazdach-do-stref-ekologicznych-za-zlamanie-przepisu-500-zl-mandatu-6236138940417665a #warszawa #ekologia #ekostrefa #gdansk #krakow #lodz #wroclaw #poznan #podatki #polityka #gospodarka #szczecin #bydgoszcz #lublin #bialystok #katowice #gdynia #prawojazdy #motoryzacja #samachody #diesel #mandat #smog #economia #pytanie #morawiecki #lpg #automodyelektryczne #paliwo show the whole source: i.wpimg.pl   +: uzbek23  ,2018-12-15 17:12:32,szkorbutny,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_min0IerPVWLrMhwHxrXXUqMY2xIZJX6B,w400.jpg""/>"
199,"               #smog #trams I just exchanged tires for winter. Summer already worn out so I decided that I would leave in the plant to dispose of it. The guy tell me 5 zlotys from the tire, it will be an additional 20 zlotys for utilization. It is in other countries that I will get a new discount and I will pay extra? And we are surprised that class = ""bgfbfbd3""> smog",2018-12-15 14:57:37,Maver87,2,
200,"               The Polish government has long used this policy, let's join everyone (͡ ° ͜ʖ ͡ °)  #smog # cop24 #environmental #zdrowie #climat #heheszki #polityka #gornictwo source: youtube.com   +: L ...................... e, kodyak  ",2018-12-15 12:07:21,DrHeinzDundersztyc,2,"<img class=""block lazy"" src=""https://www.wykop.pl/cdn/c3201142/comment_x1bb2L3JwFiR2oABV0EaiUxSBlRvm48V,w400.jpg""/>"
201,"               Ladies and gentlemen, let us raise a toast (as long as we can afford it) for the well-being of miners and their privileges, which we will pay twice for the value of our electricity bills. Because the Polish coal industry is standing and enough! - for the thirteenth, fourteenth salary, let them live! - for the ""miner's card"", let them live! - for a seven-hour working day, let them live! - for ""pencil"", let them live! - for Christmas vouchers, let them live! - for commemorative train tickets, let them live! - for 3.5-7k PLN from ""barbórka"", let them live! - for free on Miner's Day, let them live! - 75 percent for the jubilee award up to 400 percent monthly salary, every 5 years after 15 years of work, let them live! - for badges and diplomas, let them live! - for retirement before the age of 55, let them live! - for huge retirement benefits, let them live! - for the pneumoconiosis in the nation that smudges with the miners, let them live! - for trade unionists who earn 10k, 20k zlotys and you can not fire them, and in fact hardly work, let them live! - for 20 and more trade union organizations in one average kopani, let them live! etc. because the incomplete list ...  show spoiler #gornictwo #pieniadze #polska #bekazlewactwa # 4konserwy #neuropa #energetyka #smog #polityka  show the whole source: nettg.pl   +: kichuuuu, jarek-kowalski +615 others  ",2018-12-15 10:38:39,kotelnica,617,
202,  Xiaomi OLED Display Smart Air Purifier 2S - Gearbest Price: 169.99 $ (645.97 PLN) Lowest price: 169.99 $ from 03-12-2018  #chinskacebulakupony - Watch the tag if you want to see more of such promotions. ---------------  Group on Facebook - https://www.facebook.com/groups/686487848228753 Tag ChinskaCebula - https://www.wykop.pl/tag/chinskacebula Facebook page - https://www.facebook.com/ChinskaCebula  #chinskacebulaxiaomi  * The lowest price in Gearbest.com store recorded by me since June 2017.  show spoiler https://www.gearbest.com/air-purifier/pp_1128423.html?wid=1433363 #smog #cheszczaczpowietrza  show the whole source: gloimg.gbtcdn.com   ,2018-12-15 10:38:36,polu7,0,
203,"               Krakow, the Polish capital of smog. On the right you can barely see the Basilica of St. Mary, and on the left floats Wawel. The air is orange from the smog. #krakow #heheszki #smog source: WoWScrnShot_121418_190845.jpg   +: MirekAminiusz, jwitos +6 others  ",2018-12-15 09:23:21,HalEmmerich,8,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_r3Rjhu0BRt9I4uoVX2fVHHgnEmfmQ9ib,w400.jpg""/>"
204,"  == ➡️ Xiaomi Pro air purifier for 883.91 PLN ⬅️ ==  Regain control of the air in your home and install the Xiaomi Pro purifier. Do not let smog poisoning and clean contaminants and allergens from the home atmosphere. It can replace 500 cubic meters of air per hour and it is used for houses with sizes 35-60 m2. It even has a laser pollution sensor, whose indications are displayed on the screen and saved in the application on the phone. Exchangeable filters available on GearBest.  #gearbest #chinskiecuda #promocja #smog show the whole thing source: des.gbtcdn.com   +: cichy093  ",2018-12-15 08:17:43,GearBest_Polska,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Rwcu7DjFdjG9vjcU6AHsPxYdQTyTqgeq,w400.jpg""/>"
205,"               Zimo, be kind. #rower #krakow #smog #zima source: 1544853540022.jpg   +: L .......... e, MrTofu +18 others  ",2018-12-15 07:01:57,ZygmuntJedyny,20,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_tnNxaYsa9t2Cz4wsTiEkmYRhDTaoSYKa,w400.jpg""/>"
206,"               One 30-minute walk was enough to report three addresses to the municipal guard for burning rubbish. A massacre, you can not breathe ... #szczecin #gorzkiezale #smog   +: Voque, Mawak +88 others  ",2018-12-14 21:03:42,azgag,90,
207,"               @AloesPolska: Wrinkles? Not as horrible as it seems - there are ways. Change your lifestyle, change your mood and look!  Wrinkles are folds and skin deformations that appear as you age. Over the years, the skin loses elasticity, resulting in lines or small scratches that later become wrinkled text. Causes: When we age, sweat and sebaceous glands that provide the skin with moisture and fat, wear out and gradually stop working. This causes the skin to lose its elasticity and humidity. As a result, it becomes dry and breaks appear on it. It also starts to lose collagen, which keeps the skin of the face and body in good condition. Lack of collagen results in flaccid tissue, double chins, wrinkles around the neck, around the mouth, around the eyes (""crow's feet""), bags under the eyes etc. Destruction of collagen and other tissues is caused by the presence of free radicals, mainly produced by the sun, smog and adverse environmental impact.  The main causes of wrinkles  - no humidity (dehydration) - the creation of free radicals that oxidize tissues under the influence of sunlight (UV) strongest between 11:00 and 15:00 -smog and dry, destructive environment -mask face - wrinkles also causes a rough surface of the pillowcase - no vitamins A, B, C, E and minerals. Suggested supplementation and what to change in a lifestyle to improve the condition of our skin ?:  - avoid excessive tanning; according to Dr. Stephen Kurtin, this is the best way to prevent wrinkles - protect the face with creams with sunscreen - wear sunglasses with large lenses to prevent rays falling on the skin around the eyes -pow large amounts of water, as well as aloe juice to moisturize the skin -take multiminerals and vitamins A, B, C and E. Beta-carotene (provitamin A) and vitamins C, E are very effective in neutralizing free radicals - use soft fiber cushions or sleep supine; try to avoid mimic contractions; - Massage each face gently for about 2 minutes to stimulate circulation -use moisturizing creams - the reason for the deterioration of the skin condition is seen in the reduction of certain hormones involved in the transport of fats to the cells by the appropriate glands. This causes a loss of balance of these fats partly due to the presence of free radicals in cells, glands and tissues throughout the body. -Release and change the skin! - Do not smoke - they damage the radiant appearance of the skin and affect the color of the teeth  PEELING (removal of the top layer of the skin) There are substances like phenol and its derivatives that are used to remove or remove the top layer of the skin (damaged and wrinkled). This supplementation in most cases causes a complete change of skin on the face, eliminating or reducing wrinkles and scars. It can cause skin blemishes. There are also less harmful substances that slower remove the top layer of the skin, e.g. retinol and retin-A. This product is also effective in the fight against acne. The results of this treatment come slower, but it is safer.  AHA Alpha-hydroxy acids Currently, other series of chemical exfoliants (peeling) and strong irrigation agents such as alpha-hydroxy acids have been discovered. These acids are combined (depending on the manufacturer) with other ingredients, e.g. Aloe vera, to obtain a different characteristic. An example of such an acid type is glycolic acid. These products remove dead epidermal cells and hydrate the skin. With constant use, they make big changes in the appearance of the skin, renewing and rejuvenating it. The best products are made of acids from natural sources such as fruits. The best combination is the combination of these acids with the aloe pulp, because the aloe penetrates deeply rebuilding the skin cells and eliminating possible irritations.  Proposed supplementation for an adult (70 kg weight) Important ingredients  We offer  Comments  Buy Naturally: Shop with products based on aloe and other natural ingredients.  Face care set: cleansing milk, face mask, moisturizing lotion, aloe activator, moisturizing cream, night cream. Several brands of these products are available on the market. They should be used daily as recommended. Emulsion for tanning with Aloe vera. Protect your face whenever it is exposed to the sun, directly or indirectly, for more than 10 minutes (the sun's rays are strongest between 11.00 and 15.00). Peeling or exfoliant based on AHA fruit acids (alpha-hydroxy acids) Aloe vera juice or nectar 90 to 180 g per day: 60 g before each meal  Drink this juice with lots of water. Perfectly moisturizes the skin.  Proposed vitamins and minerals (taken daily with meals) Vitamins- Daily- Daily Supplement  Minerals  A - 10,000 IU or Beta-carotene - 6 mg B complex - 350 mg C - 350 to 500 mg E - 600 IU Selenium - 0.200 mg Zinc - 30 mg  Health and beauty are in your hands! Take care of yourself and your loved ones by providing them with relevant knowledge and showing products based on natural ingredients!  #zdrowie #ododa #prezent #prezenty #kosmetyki #kosmetyk #natura show the whole   +: Michael_Scott  ",2018-12-14 19:01:37,AloesPolska,1,
208,"               #xiaomi #smog #heheh finally some update for Poland (͡ ° ͜ʖ ͡ °) . . . click to expand the picture. . source: IMG_20181214_162840.jpg   +: Michael_Scott, OldNoob +5 others  ",2018-12-14 16:30:29,Chudzinx,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_5LV1d4sZe7857CNfomoeut2cAIiEnM8i,w400.jpg""/>"
209,"               I reported the debil again, it costs me nothing and maybe it will finally come to pass, in 5 minutes there are 4 applications (͡ ° ͜ʖ ͡ °), the same as in this entry click #gdansk #smog source: skurwol.PNG   +: Auth, kisiel119 +105 others  ",2018-12-14 14:50:05,Morgoth143,107,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_G6mpSe18Cx3yED51I9M9EgqcmIHRkKjH,w400.jpg""/>"
210,"               Do you have experience with abcros cleaners? Very good price compared to the possibilities. It has a sensor and ionization functions. For large areas, I am considering buying a forster stor. What do you think? #pair cleaner #smog   ",2018-12-14 11:22:50,Joneleth,0,
211,"               In southern Poland, it is still stable. Fuck, country of subhumans. Windows can not be opened, but probably - #euroweek is just a problem in Poland. If only the Poles devoted so much time and effort, their indignation to real problems, maybe something from this country would be. But here, year after year, getting worse, seriously. I do not remember being so fucked up during the winter in my youth. And still 3-4 bellows ... #smog #polska #krakow #slask show the whole source: Beztytułu.png   +: ayanami, JV44 +40 others  ",2018-12-13 23:26:36,El_Duderino,42,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_37VSvdjDy1cgOXpeiuRb6vO0BEZcusEx,w400.jpg""/>"
212,"               And in Bytom like in a fairy tale smog exceeded by 1,300% :) and how are you?  #smog #bytom #slask . . . click to expand the picture. . source: Screenshot_2018-12-13-22-55-56-327_en.tajchert.canary.png   +: slavas, mustol108 +1 other  ",2018-12-13 22:59:09,JasiekSmietana,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_sYYK2eGlP0khOK9qMuWaPonwZnKKp7WM,w400.jpg""/>"
213,"               I love the view of natural recycling :) #smog #pozdrawiamsasiada [see rSaved7903117890014860593.0]   +: Hunter_88, Bellie +1 different  ",2018-12-13 20:30:08,T......_,3,
214,"               405344,51 - 14.28 = 405330.23  Okay, I'm slowly thinking about something more ...  Yesterday I gave up running - after the slide on Tuesday I said that I do not want to risk, the more that for today they were finally announced the temperatures I loved below zero ...  Today I woke up at 4:25, but somehow I was mawing that only half an hour later I took off. I think I was too calm knowing that I have a lot of time ¯ \ _ (ツ) _ / ¯  For today, a pyrotechnical smog was announced, to the extent that they announced free communication. Meanwhile, the readings just before 5 in the morning showed barely around 100% of the norm ... Nothing, I decided that in the long time I was not running with the mask and it is comfortable to breathe, I do not have a cold runny version of the flood (͡ ° ͜ʖ ͡ °)  In addition, pleasant conditions. Just -2 ° C, a slight breeze that tried something out of the smog, a delicate, even symbolic snow ... Just right to be nice (ʘ‿ʘ) And I dared to put on supernova again - but this is a chasm compared to Canadia.  I finally set out not for what I recently did (route through the estate), but for a further run slightly beyond Krakow. So far I avoided this, because running from the hill felt a lot of discomfort in my finger ... it looks like it's better now - but I still run a bit unnatural, cautious and slow. We'll see how long it will take ...  I changed my heart rate zone ... and of course I had to cripple the heart rate monitor and pass me some 200+ bpm on the start ¯ (ツ) _ / ¯  Nice!  show spoiler #track #guidingtop #guiding #enronczlapie #ruszkrakow  show the whole source: embed.jpg   +: Akuku69, blessmaster +16 others  ",2018-12-13 20:21:29,enron,18,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_WhPq8U5ksoH9CNkQphNnqER0heqF5SPa,w400.jpg""/>"
215,"               What does it depend on, that the streets that connect with each other can be so differently polluted? Does anyone have a sensor by the chimney or how? This is a weak example, but for example in my city can show that the air is relatively good, and in the village 2 km further the dot is purple and nowhere in the vicinity of such crap is not there. I also see that in Krakow often Zielonko have very intense colors ... #airly #smog #krakow show the whole thing source: i.imgur.com   +: Assistant_to_the_Regional_Manager  ",2018-12-13 10:29:18,Kummernis,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_rCZx5EN66ikNRnlERrftBAxAOfL9Cxcr,w400.jpg""/>"
216,"               I'd like to do a list of things they like to discuss trench stretchers. So I start:  1. This series is cool. No, it's not cool. And that's it. 2. But this faith is ridiculous. Prove that God exists. Prove that you do not. 3. PiS. And not because PO. 4. Girls do not look at people like me. Do something with it. Not because I'm low. 5. The car in the center is a mockery. Smog. And what should I popierdalać bike. 6. Your (insert any idea here) is ok but do it differently. 7. Great czelendż. At the end, please drink beer from tesco. 8. Sex is nothing interesting. Said the guy who was moving to the right-wing woman xD 9. Bare baby. 10. Eating from McD is hideous. Not because it tastes good. 11. What you like and I do not like means that you have to dislike. 12. Gays are ok. They are not. Are. Are not. Are. 13. Patostreamy gave the debil 14. Poles are good at football. Weak in the net. No one is watching the grid. Ball. Manual.  I invite you to complete the list.  #wykop #polska #gownowpis ​​#polacy #logikarozowychpaskow #logikaniebieskichpaskow show whole   +: Diliges, GaiusBaltar +6 others  ",2018-12-13 09:38:25,wiem_wszystko,8,
217,"               At night I did not sleep because I could not fall asleep so I went to bed at 19:00 and woke up at 21:50. I had a nice dream, which I remembered very carefully. Well, I'm riding a bicycle to work in the morning and in the yard of the last house on the right before the bend I see something colorful. It had strange shapes. I did not have time to look at it, and besides it was far away so I go on. Around the bend, I see a thick, light-gray smoke fly from the chimney of this house, and it falls straight down onto the road in front of me, where it rolls around on the road. The smoke was strange, it had a homogeneous, light gray color, something like soiled milk and it did not mix with the air. The closer I was, the sharper the stench I felt. Something like a stench of burning plastic multiplied by ten glue or solvent mixed with stench. I think that if I eat this smoke I will not leave because even if it is not poisonous and I was sure it is, I will simply suffocate because it was thick and not mixed with the air. So I turned back, put my bike on the fence and crossed the gate to tell the mob that if they did not stop smoking so soon, I would call the police. I look, and there is Korwin with a white suit and hat behind the corner of the house, and the frightened marriage of some old men holding hands behind him. Outraged Korwin said loudly: ""You can smoke things in a furnace with various things, but that's an exaggeration! I have small children and you poison the air!"" Being in the yard, I could take a closer look at this colorful something. It looked like colored coal with longitudinal shapes. I thought it was probably a pile of leftists. After a while, the police arrived, cheery policemen saw what and how immediately they fixed the mandate 700 zloties to the elderly and the second wanted to glue Korwinowi, not really known for what. I guess that he did not call the police right away, he only went to spoil the stinks first. Korwin said that he could afford to pay the ticket but he would not be able to pay such an unfair mandate and would not accept him, let him be locked up in prison. After a while, the second police car arrived and the police jointly announced that they would call the boss, let him worry. The boss came, but Korwin did not want to accept the ticket from him either. Well, the boss called his boss, then the head of the boss called the next boss, etc. Finally stood in front of the house with ten police cars and blocked the road, which in the meantime from the rural, local road became an arrow straight on the highway and the winter turned into spring (I think that this presence of Corvinus affected the acceleration of economic growth and global warming). A multi-kilometer long queue took place on the highway, and the debating police officers advised that they would call Jasia. I went to the side of the highway and when I left about a kilometer I noticed that the driver of a truck taking advantage of the opportunity crashes into the ditch these strange rainbow lumps. I ran back to the police to inform them of littering, but nobody paid any attention to me. After a moment, Jaś came. He was short, about forty, and his heavily tanned and wind-dried skin was a body full of tense muscles and tendons. On his face he had glasses like Sylwester Stallone in the movie ""Cobra"" and looked like general Polko. When Korwin saw him, he froze for a moment and then he shouted: ""Hansel ?! But you grew up, I have not seen you for centuries."" It turned out that Jaś was a neighbor of Korwin, who for a kid went fishing with him and then became a commando and a policeman. Jaś listened to what was going on and told everyone to go home. End.  #korwin #sen #smog show the whole   +: Rennie-  ",2018-12-12 22:34:50,PanDzikus,1,
218,"  Smog in Almatach in Kazakhstan. Photo of Igor Yefimov from January 2014.  #fotografia #smog #smogboners source: upload.wikimedia.org   +: Jatupatra, temp321 +17 others  ",2018-12-12 20:33:24,Spring_is_coming,19,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_dfVy0DJISzLiHZvAnltuq7q3LQw0f37f,w400.jpg""/>"
219,"  Smog over Almaty city, Kazakhstan (Igors Jefimovs)  #smog #kazachstan #news #azja source: i.redd.it   +: lubie-cheesenik, Karthaginem_esse_delendam +5 others  ",2018-12-12 17:09:21,szancik,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_JiZnSoe14iAH7Of8RUdxq6yfse1RWQN4,w400.jpg""/>"
220,"               - Behind the window, smog standards exceeded hundreds of times - Brainlet opens all windows because ""fresh air"" #smog #pracbaza source: flat, 750x1000,075, t.u1.jpg   +: GaiusBaltar, Vielokont +4 others  ",2018-12-12 12:41:23,RoastieRoast,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_lMsKS5Pnysr93xXFshBuI978oklLWHbU,w400.jpg""/>"
221,"               Mirki, greetings from #grodziskmazowiecki. It is so muck in the air that the whole sky is shining and the sun is hard to find. Damn #smog #trip source: IMG_20181212_121232.jpg   +: dzikipies102, slavas  ",2018-12-12 12:14:03,Miedzyzdroje2005,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_SY8pBSiLUj78srMlQeCFgYtN6aShv6UT,w400.jpg""/>"
